policy_number,proposal_number,agent_id,business_type,sub_business_type,policy_type,risk_start_date,policy_end_date,login,post_year,post_month,source_type,transaction_issue_date,main_product,sub_package_code,max_package_code,gwp,upsell_amnt,proposal_received_date,cover_type,rn_amount,policy_status_code,sum_insured,initial_nol,month,cancel_decline_reason,cancel_decline_date,date_of_issuance,eldest_member_age,mode_of_payment,type_of_cheque,bank_name,receipt_no,receipt_status,cheque_no,transaction_no,underwriting_decision_desc,partner_rm_code,partner_branch_code,auto_renewal_flag,loan_no,account_no,loan_type,smartselect_flag,transaction_date,new_login_date,transaction_issuance_date,master_policy_number,per_mile_rate,business_source_type,initial_premium,benefitgroup_1,add_on_prmm_amnt_1,benefitgroup_2,add_on_prmm_amnt_2,benefitgroup_3,add_on_prmm_amnt_3,benefitgroup_4,add_on_prmm_amnt_4,benefitgroup_5,add_on_prmm_amnt_5,benefitgroup_6,add_on_prmm_amnt_6,benefitgroup_7,add_on_prmm_amnt_7,benefitgroup_8,add_on_prmm_amnt_8,benefitgroup_9,add_on_prmm_amnt_9,benefitgroup_10,add_on_prmm_amnt_10,sp_code,sp_name,product,customer_zone,customer_id,customer_type,payment_frequency,sub_package,branch_code,arm,agent_joining_date,vertical,sub_vertical,parent_bp_name,parent_bp_code,intermediary_category,agent_name,sub_sourcing_location,rm_id,rm_sm_name,eximius_status,tenure,nol,customer_name,process_status_description,partner_branch_name,partner_zone_name,branch_name,zone,src_typ_flg,load_date,run_day,agent_category,customer_city,customer_pin_code,total_gwp,igst_amount,cgst_amount,sgst_amount,ugst_amount,propero_y_flag,payment_ref,customer_gender,customer_dob,emailid,customer_contact_no,customer_pan,customer_address,bank_unique_code,portability_type,group_partner_cif_id,group_partner_branch_code,group_partner_rm_cd,customer_occupation,agent_state,initial_nol_main_member_count,online_offline_type,care_shield_amount,retail_previous_insurer_name,group_previous_insurer_name,previous_policy_number,previous_policy_expiry_date,pcrdate,stp_nstp,future_gwp,ckyc_number,proposal_modification_date,latest_rm_id,latest_rm_nm,run_year,run_month,email
POL-35029610,PROP-42279780,AGT-1116,Portability,Retail,Individual,2025-02-17,2026-02-17,1.0,2025,2,Banca,2025-02-17,Health Secure,PKG-1,MAX-5,32986.51,3059.01,2025-02-07,Comprehensive,0.0,ACTIVE,500000,1,2,,,2025-02-17,64,CC,Outstation,Karnataka Bank,RCPT-734764,Cleared,872310.0,TXN-7453283834,Approved,RM-50,BR-45,N,,KOIH1329121277561,,Y,2025-02-17,2025-02-07,2025-02-17,,,Direct,32986.51,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-757,"Parmar, Johal and Seth",Group Activ,North,CUST-323284,Individual,Annual,Gold,BR-91,ARM-3,2022-09-30,Agency,Direct,Chana and Sons,BP-162,Agent,Banjeet Kale,Siliguri,RM-21,Yuvraj Parekh,Standard,1,5,Yochana Bawa,Issued,Bhilwara Branch,West Zone,Ludhiana Office,West,Digital,2025-11-24 10:29:49.477686,24,Advisor,Bidhannagar,171210,38924.08,5937.57,0.0,0.0,0.0,Y,PAY-8083,Male,1997-03-17,kalpithora@example.com,1994101372,DDKKB1510U,"H.No. 662, Kala Path, Panipat-720999",UJPNGB94,Portability,,,,"Biochemist, clinical",Assam,1,Offline,0.0,Rajagopal-Devan,,,,,STP,32986.51,CKYC-1800599868,2025-02-07,RM-26,Anirudh Raja,2025,2,vishal.saxena@sentra.com
POL-48199211,PROP-64382155,AGT-9348,New Business,Retail,Individual,2025-09-05,2026-09-05,1.0,2025,9,Digital,2025-09-05,Senior Care,PKG-3,MAX-5,43168.51,756.89,2025-08-31,Comprehensive,0.0,ACTIVE,1000000,2,9,,,2025-09-05,35,Online,Local,Tamilnad Mercantile Bank,RCPT-360745,Cleared,,TXN-6452729913,Approved,RM-54,BR-16,N,,MIFA5930407859321,,N,2025-09-05,2025-08-31,2025-09-05,,,Direct,43168.51,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-749,Khosla LLC,Senior Care,South,CUST-559614,Individual,Annual,Gold,BR-72,ARM-1,2024-02-28,Agency,Direct,"Bhalla, Kanda and Rama",BP-202,Agent,Oscar Goda,Guntakal,RM-23,Jagrati Bala,Standard,1,5,Lucky Guha,Issued,Hosur Branch,South Zone,Akola Office,West,Digital,2025-11-24 10:29:49.478639,24,Advisor,Agra,39308,50938.84,7770.329999999994,0.0,0.0,0.0,Y,PAY-62650,Male,1944-12-09,kalpitoak@example.net,915002921851,VTUIK5691U,"52/895, Gill Ganj, Aizawl-220969",FTKZGBOG,,,,,Research scientist (maths),Chhattisgarh,1,Offline,0.0,,,,,,STP,43168.51,CKYC-334176969,2025-08-31,RM-23,Ekaja Ganesh,2025,9,kamaljeet.singh@sentra.com
POL-11908603,PROP-95155780,AGT-8773,Portability,Retail,Floater,2025-07-13,2026-07-13,1.0,2025,7,Agency,2025-07-13,Health Secure,PKG-1,MAX-5,9374.5,906.94,2025-07-02,Base,0.0,ACTIVE,1000000,1,7,,,2025-07-13,67,DD,Outstation,IDBI Bank,RCPT-468325,Cleared,11949.0,TXN-1139078760,Approved,RM-76,BR-21,Y,,HWCL4100676267658,,Y,2025-07-13,2025-07-02,2025-07-13,,,Direct,9374.5,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-213,Chaudhuri-Srinivas,Super Topup,North,CUST-827043,Individual,Annual,Gold,BR-75,ARM-5,2024-05-08,Agency,Direct,"Kar, Gaba and Seth",BP-318,Agent,Bahadurjit Menon,Imphal,RM-44,Henry Borah,Standard,1,5,Onkar Prashad,Issued,Aurangabad Branch,West Zone,Sonipat Office,East,Digital,2025-11-24 10:29:49.479565,24,Advisor,Ludhiana,296201,11061.91,1687.41,0.0,0.0,0.0,Y,PAY-43397,Male,1957-11-05,nimratzachariah@example.com,4431069872,FSQOM0506E,"H.No. 324, Solanki Zila, Aizawl-774186",LMLFGB2C,Portability,,,,General practice doctor,Manipur,1,Offline,0.0,Lall-Kara,,,,,STP,9374.5,CKYC-7890193183,2025-07-02,RM-50,Matthew Chatterjee,2025,7,kamaljeet.singh@sentra.com
POL-46142898,PROP-72672055,AGT-2257,Renewal,Retail,Individual,2024-12-24,2025-12-24,1.0,2024,12,Agency,2024-12-24,Super Topup,PKG-1,MAX-4,42223.76,671.14,2024-12-21,Comprehensive,42223.76,ACTIVE,500000,3,12,,,2024-12-24,72,Online,Outstation,Karur Vysya Bank,RCPT-793202,Cleared,,TXN-2532855799,Approved,RM-72,BR-46,N,,RBMQ6879374160898,,N,2024-12-24,2024-12-21,2024-12-24,,,Direct,42223.76,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-124,"Din, Dara and Sen",Super Topup,North,CUST-181276,Individual,Annual,Gold,BR-42,ARM-1,2024-09-09,Agency,Direct,Kakar and Sons,BP-281,Agent,Brijesh Sampath,Raebareli,RM-46,Manbir Kuruvilla,Standard,1,3,Ekalinga Chahal,Issued,Miryalaguda Branch,West Zone,Suryapet Office,South,Digital,2025-11-24 10:29:49.480485,24,Advisor,Bally,99861,49824.04,7600.279999999999,0.0,0.0,0.0,Y,PAY-54321,Female,1954-04-29,cherianharrison@example.com,5646799702,MRSZC4629Z,"H.No. 745, Nazareth Nagar, Bijapur 713247",IXNTGBFM2N0,,,,,Radio producer,Tripura,1,Online,0.0,,,POL-OLD-332,2024-12-23,,STP,42223.76,CKYC-8831336766,2024-12-21,RM-6,Dominic Mukhopadhyay,2024,12,kamaljeet.singh@sentra.com
POL-54141437,PROP-18206610,AGT-5532,Renewal,Retail,Individual,2025-08-09,2026-08-09,1.0,2025,8,Broker,2025-08-09,Senior Care,PKG-4,MAX-3,32115.27,4980.1,2025-07-31,Comprehensive,32115.27,ACTIVE,300000,1,8,,,2025-08-09,40,Online,Local,Bank of India,RCPT-182176,Cleared,,TXN-3577406847,Approved,RM-65,BR-17,Y,,BHBO0534578610357,,N,2025-08-09,2025-07-31,2025-08-09,,,Direct,32115.27,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-474,"Sehgal, Goel and Som",Group Activ,North,CUST-615388,Individual,Annual,Gold,BR-50,ARM-3,2023-02-06,Agency,Direct,Gade-Kuruvilla,BP-156,Agent,Bhavani Bala,Dhanbad,RM-31,Tanish Kant,Standard,1,5,Samuel Luthra,Issued,Anand Branch,East Zone,Bangalore Office,South,Digital,2025-11-24 10:29:49.481403,24,Advisor,Mira-Bhayandar,903494,37896.02,5780.749999999996,0.0,0.0,0.0,Y,PAY-93420,Male,2005-10-26,pallavi65@example.com,3748969108,STRGE5899E,"54/443, Varughese Street, Howrah 520744",MMXBGBMVO84,,,,,Mechanical engineer,Mizoram,1,Online,0.0,,,POL-OLD-582,2025-08-08,,NSTP,32115.27,CKYC-2397657114,2025-07-31,RM-47,Gunbir Sinha,2025,8,kamaljeet.singh@sentra.com
POL-34715663,PROP-97332902,AGT-6192,New Business,Retail,Group,2025-01-08,2026-01-08,1.0,2025,1,Digital,2025-01-08,Super Topup,PKG-3,MAX-2,21371.28,1176.58,2025-01-01,Comprehensive,0.0,ACTIVE,300000,3,1,,,2025-01-08,37,CC,Outstation,State Bank of India,RCPT-992921,Cleared,712730.0,TXN-8158681911,Approved,RM-41,BR-8,N,,UCHL3465549471709,,N,2025-01-08,2025-01-01,2025-01-08,,,Direct,21371.28,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-288,"Bobal, Sodhi and Hayer",Health Secure,East,CUST-524788,Individual,Annual,Gold,BR-36,ARM-3,2021-05-17,Agency,Direct,"Raj, Wagle and Misra",BP-502,Agent,Chatura Dora,Kollam,RM-6,Nimrat Shankar,Standard,1,4,Diya Gole,Issued,Morbi Branch,East Zone,Belgaum Office,West,Digital,2025-11-24 10:29:49.482384,24,Advisor,Howrah,743292,25218.11,3846.8300000000017,0.0,0.0,0.0,Y,PAY-64169,Female,1994-05-13,dayalradha@example.net,6676008350,RAOUP5830O,"168, Mohan, Amritsar 447898",NVEKGB5WMKZ,,,,,Advertising account executive,Haryana,1,Offline,0.0,,,,,,NSTP,21371.28,CKYC-9553387515,2025-01-01,RM-34,Siddharth Bains,2025,1,kamaljeet.singh@sentra.com
POL-22680748,PROP-16530521,AGT-6343,New Business,Retail,Group,2025-06-26,2026-06-26,1.0,2025,6,Banca,2025-06-26,Health Secure,PKG-5,MAX-5,48802.94,1971.07,2025-06-20,Base,0.0,ACTIVE,1000000,2,6,,,2025-06-26,72,DD,Local,IndusInd Bank,RCPT-745652,Cleared,682141.0,TXN-3402160254,Approved,RM-87,BR-23,Y,,MUIY8909010016761,,Y,2025-06-26,2025-06-20,2025-06-26,,,Direct,48802.94,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-467,"Krishnan, Som and Dua",Health Secure,West,CUST-215477,Individual,Annual,Gold,BR-27,ARM-4,2023-09-04,Agency,Direct,"Andra, Mitra and Salvi",BP-372,Agent,Zinal Madan,Gurgaon,RM-4,Yasti Dalal,Standard,1,3,Ishaan Cherian,Issued,Davanagere Branch,North Zone,Firozabad Office,West,Digital,2025-11-24 10:29:49.483346,24,Advisor,Secunderabad,420873,57587.47,8784.529999999999,0.0,0.0,0.0,Y,PAY-90204,Female,2003-09-07,wahab00@example.net,911972181143,DGLCS7447X,"11/002, Narasimhan Street, Bahraich 155216",OIMWGB40KHI,,,,,Barrister's clerk,West Bengal,1,Online,0.0,,,,,,STP,48802.94,CKYC-684598046,2025-06-20,RM-24,Vasudha Sarma,2025,6,kamaljeet.singh@sentra.com
POL-50969286,PROP-48130331,AGT-7410,Renewal,Retail,Group,2025-01-28,2026-01-28,1.0,2025,1,Banca,2025-01-28,Senior Care,PKG-1,MAX-4,14320.78,2631.54,2025-01-24,Base,14320.78,ACTIVE,300000,3,1,,,2025-01-28,65,CC,Local,Bank of India,RCPT-904476,Cleared,717712.0,TXN-3830092090,Approved,RM-61,BR-27,N,,PPDN7014508993588,,Y,2025-01-28,2025-01-24,2025-01-28,,,Direct,14320.78,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-763,"Chandran, Sant and Kothari",Super Topup,North,CUST-505339,Individual,Annual,Gold,BR-92,ARM-3,2022-04-12,Agency,Direct,"Rajan, Dixit and Bhagat",BP-866,Agent,Naksh Tiwari,Shimla,RM-37,Falan Swamy,Standard,1,4,Wridesh Narayanan,Issued,Dhanbad Branch,East Zone,Jamalpur Office,East,Digital,2025-11-24 10:29:49.484282,24,Advisor,Sambhal,177971,16898.52,2577.74,0.0,0.0,0.0,Y,PAY-65333,Female,1973-01-23,tankandrew@example.org,6088019948,XDODV8375J,"71/130, Pant Path, Motihari-102726",ITGGGBHZ,,,,,"Engineer, structural",Manipur,1,Offline,0.0,,,POL-OLD-241,2025-01-27,,NSTP,14320.78,CKYC-9408464159,2025-01-24,RM-28,Hritik Sachdeva,2025,1,kamaljeet.singh@sentra.com
POL-84992096,PROP-90213341,AGT-3184,Portability,Retail,Group,2024-12-10,2025-12-10,1.0,2024,12,Agency,2024-12-10,Health Secure,PKG-3,MAX-5,14053.25,1459.21,2024-12-02,Comprehensive,0.0,ACTIVE,500000,4,12,,,2024-12-10,54,CC,Local,Punjab National Bank,RCPT-809652,Cleared,,TXN-8125023089,Approved,RM-40,BR-23,N,,OVSQ2708086978292,,N,2024-12-10,2024-12-02,2024-12-10,,,Direct,14053.25,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-539,"Dave, Chawla and Ram",Senior Care,West,CUST-689461,Individual,Annual,Gold,BR-13,ARM-5,2023-04-19,Agency,Direct,Thaman-Rajagopalan,BP-851,Agent,Yuvraj Mahal,Tiruvottiyur,RM-9,Sneha Deol,Standard,1,1,Nitara Vala,Issued,Motihari Branch,South Zone,Begusarai Office,North,Digital,2025-11-24 10:29:49.485211,24,Advisor,Kollam,945228,16582.83,2529.5800000000017,0.0,0.0,0.0,Y,PAY-71105,Female,1988-08-21,jack58@example.com,9684608106,RWYKS2003R,"H.No. 438, Parmer Nagar, Kota 863840",MNZVGBU9DAQ,Portability,,,,"Engineer, electrical",Punjab,1,Online,0.0,Kar-Pillai,,,,,NSTP,14053.25,CKYC-2591527330,2024-12-02,RM-24,Chaitaly Sen,2024,12,kamaljeet.singh@sentra.com
POL-91624920,PROP-9995059,AGT-6470,Portability,Retail,Individual,2025-01-26,2026-01-26,1.0,2025,1,Digital,2025-01-26,Super Topup,PKG-4,MAX-5,37306.58,4149.59,2025-01-17,Comprehensive,0.0,ACTIVE,300000,4,1,,,2025-01-26,49,DD,Local,State Bank of India,RCPT-182237,Cleared,770786.0,TXN-2206955437,Approved,RM-70,BR-25,Y,,MBNI8422940572025,,Y,2025-01-26,2025-01-17,2025-01-26,,,Direct,37306.58,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-205,"Behl, Mitra and Swaminathan",Health Secure,West,CUST-828278,Individual,Annual,Gold,BR-62,ARM-4,2023-03-09,Agency,Direct,Bora-Nadkarni,BP-535,Agent,Qarin Verma,Dibrugarh,RM-42,Ojasvi Yadav,Standard,1,5,George Palla,Issued,Kakinada Branch,East Zone,Bathinda Office,North,Digital,2025-11-24 10:29:49.486081,24,Advisor,Durg,987801,44021.76,6715.18,0.0,0.0,0.0,Y,PAY-87679,Female,1966-09-11,yagneshbaral@example.net,6164840858,SPMUG8770F,"80/13, Samra Ganj, Tiruppur 120750",CBFZGBQ9,Portability,,,,Building services engineer,Odisha,1,Online,0.0,Kuruvilla Group,,,,,STP,37306.58,CKYC-5961554653,2025-01-17,RM-14,Rachita Mutti,2025,1,kamaljeet.singh@sentra.com
POL-90368626,PROP-15878730,AGT-7623,Renewal,Retail,Group,2024-11-29,2025-11-29,1.0,2024,11,Broker,2024-11-29,Health Secure,PKG-3,MAX-2,9695.95,3145.28,2024-11-27,Base,9695.95,ACTIVE,300000,2,11,,,2024-11-29,57,DD,Local,Bank of Baroda,RCPT-672580,Cleared,755274.0,TXN-2655790301,Approved,RM-47,BR-33,N,,YXSB1581449147660,,Y,2024-11-29,2024-11-27,2024-11-29,,,Direct,9695.95,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-248,Dugar-Walla,Senior Care,North,CUST-230545,Individual,Annual,Gold,BR-42,ARM-1,2021-06-10,Agency,Direct,Merchant-Dhawan,BP-256,Agent,Kashvi Apte,Amravati,RM-25,Abdul Ramesh,Standard,1,4,Dalaja Kade,Issued,Rajpur Sonarpur Branch,West Zone,Anand Office,North,Digital,2025-11-24 10:29:49.487032,24,Advisor,Nanded,394312,11441.22,1745.2699999999986,0.0,0.0,0.0,Y,PAY-87946,Male,1995-04-11,shenoyelijah@example.com,1413975523,MUFCV1491N,"95/56, Agrawal Street, Shahjahanpur 645257",OLYJGB59GLF,,,,,Health visitor,West Bengal,1,Offline,0.0,,,POL-OLD-383,2024-11-28,,STP,9695.95,CKYC-3549548567,2024-11-27,RM-8,Adya Bose,2024,11,kamaljeet.singh@sentra.com
POL-2500515,PROP-68072320,AGT-9032,Renewal,Retail,Group,2025-08-16,2026-08-16,1.0,2025,8,Broker,2025-08-16,Group Activ,PKG-2,MAX-5,45493.08,2095.31,2025-08-07,Comprehensive,45493.08,ACTIVE,300000,1,8,,,2025-08-16,22,DD,Outstation,Bank of India,RCPT-852117,Cleared,610156.0,TXN-6781327255,Approved,RM-83,BR-35,Y,,YSGB8488725639427,,Y,2025-08-16,2025-08-07,2025-08-16,,,Direct,45493.08,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-840,"Uppal, Chana and Ranganathan",Senior Care,East,CUST-381540,Individual,Annual,Gold,BR-32,ARM-1,2022-11-26,Agency,Direct,"Khare, Gandhi and Varkey",BP-805,Agent,Sanaya Dutta,Buxar,RM-48,Veda Parmer,Standard,1,1,Theodore Sura,Issued,Rajkot Branch,East Zone,Uluberia Office,West,Digital,2025-11-24 10:29:49.488021,24,Advisor,Kalyan-Dombivli,856770,53681.83,8188.75,0.0,0.0,0.0,Y,PAY-5230,Male,2006-09-03,harshil84@example.net,9892665918,ZWWFY4638E,"23, Varkey Zila, Rajpur Sonarpur 225913",ZKXDGB444NK,,,,,Paediatric nurse,Andhra Pradesh,1,Online,0.0,,,POL-OLD-923,2025-08-15,,STP,45493.08,CKYC-1046556006,2025-08-07,RM-4,Naveen Desai,2025,8,kamaljeet.singh@sentra.com
POL-5260108,PROP-76808685,AGT-6593,Renewal,Retail,Individual,2025-07-11,2026-07-11,1.0,2025,7,Digital,2025-07-11,Super Topup,PKG-5,MAX-1,5906.1,2728.71,2025-07-07,Comprehensive,5906.1,ACTIVE,1000000,4,7,,,2025-07-11,59,DD,Local,Union Bank of India,RCPT-58627,Cleared,,TXN-5009398024,Approved,RM-3,BR-40,Y,,FQMT9041379772369,,N,2025-07-11,2025-07-07,2025-07-11,,,Direct,5906.1,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-386,Gopal PLC,Super Topup,South,CUST-691691,Individual,Annual,Gold,BR-44,ARM-5,2022-12-09,Agency,Direct,Oommen Group,BP-312,Agent,Victor Radhakrishnan,Mira-Bhayandar,RM-43,Amol Jain,Standard,1,4,Mason Char,Issued,Fatehpur Branch,North Zone,Katihar Office,South,Digital,2025-11-24 10:29:49.488962,24,Advisor,Tiruchirappalli,298068,6969.2,1063.0999999999997,0.0,0.0,0.0,Y,PAY-55139,Male,1968-03-25,waglepushti@example.org,6599162473,AQMAT1498V,"06/35, Pathak Marg, Bhatpara 944869",TIVMGBN0994,,,,,Editorial assistant,Kerala,1,Online,0.0,,,POL-OLD-619,2025-07-10,,NSTP,5906.1,CKYC-6372701375,2025-07-07,RM-47,Hemangini Rao,2025,7,kamaljeet.singh@sentra.com
POL-88487446,PROP-15983420,AGT-2255,New Business,Retail,Individual,2025-08-19,2026-08-19,1.0,2025,8,Banca,2025-08-19,Senior Care,PKG-4,MAX-3,31818.05,4685.71,2025-08-08,Base,0.0,ACTIVE,1000000,3,8,,,2025-08-19,70,DD,Outstation,CSB Bank,RCPT-468288,Cleared,821149.0,TXN-694904767,Approved,RM-36,BR-48,N,,GQMZ5890260127961,,N,2025-08-19,2025-08-08,2025-08-19,,,Direct,31818.05,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-941,Lall and Sons,Health Secure,East,CUST-388848,Individual,Annual,Gold,BR-37,ARM-2,2021-03-19,Agency,Direct,Rajagopalan Group,BP-286,Agent,Dakshesh Gill,Bahraich,RM-29,Saksham Vasa,Standard,1,5,Robert Bandi,Issued,Srikakulam Branch,North Zone,Vadodara Office,North,Digital,2025-11-24 10:29:49.489917,24,Advisor,Mathura,214656,37545.3,5727.250000000004,0.0,0.0,0.0,Y,PAY-53143,Male,1981-10-26,biswasgautam@example.net,8955439376,AGGJE9042G,"H.No. 848, Krishna, Burhanpur 357790",DICMGBOOU0W,,,,,"Scientist, clinical (histocompatibility and immunogenetics)",Nagaland,1,Online,0.0,,,,,,NSTP,31818.05,CKYC-8631695368,2025-08-08,RM-38,Yuvraj Mani,2025,8,kamaljeet.singh@sentra.com
POL-90422203,PROP-45901507,AGT-1610,Portability,Retail,Floater,2024-12-27,2025-12-27,1.0,2024,12,Banca,2024-12-27,Group Activ,PKG-1,MAX-4,23927.58,1389.78,2024-12-24,Base,0.0,ACTIVE,500000,4,12,,,2024-12-27,39,CC,Local,Central Bank of India,RCPT-581489,Cleared,,TXN-4000316394,Approved,RM-97,BR-21,N,,PKLG9423733343333,,N,2024-12-27,2024-12-24,2024-12-27,,,Direct,23927.58,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-327,"Parekh, Dugal and Chhabra",Health Secure,South,CUST-125701,Individual,Annual,Gold,BR-11,ARM-2,2024-07-29,Agency,Direct,"Tailor, Ahuja and Basak",BP-273,Agent,Kamya Murty,Ramgarh,RM-28,Vritti Goswami,Standard,1,3,Mitali Kapadia,Issued,Meerut Branch,North Zone,Morena Office,East,Digital,2025-11-24 10:29:49.490853,24,Advisor,Ambala,627187,28234.54,4306.959999999999,0.0,0.0,0.0,Y,PAY-41373,Female,1988-04-25,kadeladli@example.net,915594284347,FBNAS9552W,"47, Deep Street, Salem 386632",PZAFGB05,Portability,,,,Contractor,West Bengal,1,Online,0.0,"Varughese, Walla and Mutti",,,,,STP,23927.58,CKYC-7667946580,2024-12-24,RM-11,Zashil Batta,2024,12,kamaljeet.singh@sentra.com
POL-92683136,PROP-21923376,AGT-3335,Portability,Retail,Individual,2025-04-17,2026-04-17,1.0,2025,4,Digital,2025-04-17,Super Topup,PKG-2,MAX-1,32522.16,4590.11,2025-04-15,Base,0.0,ACTIVE,1000000,4,4,,,2025-04-17,39,Cheque,Outstation,Canara Bank,RCPT-225933,Cleared,853350.0,TXN-5387133174,Approved,RM-50,BR-23,Y,,UDOX5455884506159,,Y,2025-04-17,2025-04-15,2025-04-17,,,Direct,32522.16,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-387,Yohannan and Sons,Senior Care,West,CUST-818213,Individual,Annual,Gold,BR-65,ARM-4,2022-01-12,Agency,Direct,Uppal-Sura,BP-326,Agent,Farhan Raj,Madhyamgram,RM-23,Oliver Nazareth,Standard,1,4,Nidhi Bora,Issued,Nanded Branch,East Zone,Ambattur Office,South,Digital,2025-11-24 10:29:49.491796,24,Advisor,Ratlam,496475,38376.15,5853.990000000002,0.0,0.0,0.0,Y,PAY-98028,Male,1981-11-15,ksachdev@example.org,912341326111,XZHWF7800G,"H.No. 643, Mander Ganj, Cuttack 820055",ORIRGB2I8L3,Portability,,,,"Surveyor, rural practice",Maharashtra,1,Online,0.0,"Walla, Mukherjee and Palan",,,,,NSTP,32522.16,CKYC-4679598896,2025-04-15,RM-47,Jasmit Sachar,2025,4,kamaljeet.singh@sentra.com
POL-40744867,PROP-1416778,AGT-2296,Portability,Retail,Floater,2025-02-26,2026-02-26,1.0,2025,2,Agency,2025-02-26,Group Activ,PKG-3,MAX-2,15991.77,4129.77,2025-02-19,Comprehensive,0.0,ACTIVE,1000000,3,2,,,2025-02-26,64,DD,Local,Bank of Baroda,RCPT-548736,Cleared,854987.0,TXN-4880373288,Approved,RM-89,BR-8,N,,JPRA7740649308536,,N,2025-02-26,2025-02-19,2025-02-26,,,Direct,15991.77,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-309,"Sarkar, Rana and Krish",Health Secure,East,CUST-171200,Individual,Annual,Gold,BR-47,ARM-5,2023-10-03,Agency,Direct,"Ramakrishnan, Radhakrishnan and Kannan",BP-270,Agent,Fariq Sami,Hazaribagh,RM-14,Bhavani Wali,Standard,1,2,Nitara Guha,Issued,South Dumdum Branch,North Zone,Ramagundam Office,South,Digital,2025-11-24 10:29:49.492766,24,Advisor,Sirsa,497350,18870.29,2878.5200000000004,0.0,0.0,0.0,Y,PAY-19942,Female,1948-01-10,grewalharsh@example.com,2703120735,DSYCV6475F,"H.No. 61, Singhal Circle, Nellore-601367",XBGOGBG7,Portability,,,,"Engineer, manufacturing",Meghalaya,1,Offline,0.0,Muni-Naidu,,,,,NSTP,15991.77,CKYC-9271165521,2025-02-19,RM-18,Jason Kulkarni,2025,2,kamaljeet.singh@sentra.com
POL-40106013,PROP-26672234,AGT-1549,Renewal,Retail,Floater,2025-05-18,2026-05-18,1.0,2025,5,Agency,2025-05-18,Health Secure,PKG-2,MAX-3,45126.94,4336.08,2025-05-16,Base,45126.94,ACTIVE,500000,4,5,,,2025-05-18,73,Online,Outstation,IndusInd Bank,RCPT-930631,Cleared,54617.0,TXN-485024047,Approved,RM-33,BR-14,N,,UNKA2491630097925,,Y,2025-05-18,2025-05-16,2025-05-18,,,Direct,45126.94,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-712,Kothari and Sons,Super Topup,West,CUST-524203,Individual,Annual,Gold,BR-24,ARM-1,2021-04-05,Agency,Direct,"Nigam, Bhasin and Bhasin",BP-893,Agent,Mitesh Yadav,Cuttack,RM-42,Viraj Nadig,Standard,1,4,Reva Hans,Issued,Burhanpur Branch,South Zone,Guntur Office,East,Digital,2025-11-24 10:29:49.493708,24,Advisor,Thane,784873,53249.79,8122.8499999999985,0.0,0.0,0.0,Y,PAY-74278,Male,1956-08-27,ekiya74@example.net,2182744857,BNXXN0862P,"86/387, Dube Circle, North Dumdum 511810",FBGDGB5M,,,,,Child psychotherapist,Arunachal Pradesh,1,Offline,0.0,,,POL-OLD-871,2025-05-17,,STP,45126.94,CKYC-7886846400,2025-05-16,RM-23,Aahana Bawa,2025,5,kamaljeet.singh@sentra.com
POL-81329718,PROP-96347551,AGT-5419,Portability,Retail,Floater,2025-04-06,2026-04-06,1.0,2025,4,Broker,2025-04-06,Senior Care,PKG-4,MAX-2,46575.54,2903.47,2025-03-22,Comprehensive,0.0,ACTIVE,500000,3,4,,,2025-04-06,31,CC,Outstation,Central Bank of India,RCPT-13721,Cleared,,TXN-9486457866,Approved,RM-35,BR-5,Y,,PCOZ0586509480141,,Y,2025-04-06,2025-03-22,2025-04-06,,,Direct,46575.54,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-946,Venkataraman Inc,Senior Care,North,CUST-106142,Individual,Annual,Gold,BR-20,ARM-4,2023-10-18,Agency,Direct,"Rajan, Gupta and Hans",BP-726,Agent,Praneel Sagar,Gangtok,RM-10,Tara Sane,Standard,1,4,Ojas Gole,Issued,Dibrugarh Branch,West Zone,Sangli-Miraj & Kupwad Office,West,Digital,2025-11-24 10:29:49.494820,24,Advisor,Nagercoil,855665,54959.14,8383.599999999999,0.0,0.0,0.0,Y,PAY-79745,Female,1960-01-24,keyakumar@example.com,7600490824,UBXSR0433J,"H.No. 752, Lanka Street, Ballia-344196",XCXKGB4L,Portability,,,,Ranger/warden,Uttarakhand,1,Offline,0.0,"Chandran, Mital and Barad",,,,,STP,46575.54,CKYC-6770086931,2025-03-22,RM-35,Daksh Natt,2025,4,kamaljeet.singh@sentra.com
